intype,insubtype,surreason,outtype,animaltype,sex,bites,petsize,color,breed,mixed,breed2,days_in,in_season,out_season
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,U,U,LARGE,BLACK,GERM SHEPHERD,False,NM,31,SPRING,SUMMER
STRAY,OTC,STRAY,TRANSFER,DOG,F,N,MED,BROWN / BLACK,PIT BULL,False,NM,5,SPRING,SPRING
STRAY,FIELD,STRAY,FOSTER,CAT,S,N,KITTN,GRAY / WHITE,DOMESTIC MH,False,NM,5,SPRING,SPRING
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,MED,UNKNOWN,AUST CATTLE DOG,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,U,U,SMALL,UNKNOWN,MALTESE,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,SMALL,UNKNOWN,BOSTON TERRIER,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,CAT,M,U,LARGE,UNKNOWN,DOMESTIC LH,False,NM,31,SPRING,SUMMER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,M,U,MED,WHITE / BROWN,CHIHUAHUA SH,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,MED,UNKNOWN,BEAGLE,False,NM,31,SPRING,SUMMER
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,CALICO,DOMESTIC LH,False,NM,2,SPRING,SPRING
LOST,WEB,LOST/FOUND,LOST EXP,DOG,M,U,MED,UNKNOWN,AMERICAN STAFF,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,M,U,MED,UNKNOWN,LABRADOR RETR,False,NM,31,SPRING,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,CAT,M,U,MED,UNKNOWN,DOMESTIC SH,False,NM,31,SPRING,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,N,N,LARGE,WHITE / BROWN,AUST SHEPHERD,True,Unknown,2,SPRING,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,F,N,MED,BR BRINDLE / WHITE,PIT BULL,False,NM,1,SPRING,SUMMER
STRAY,OTC,STRAY,TRANSFER,CAT,M,N,KITTN,WHITE,DOMESTIC SH,False,NM,4,SPRING,SUMMER
STRAY,OTC,STRAY,TRANSFER,CAT,F,N,KITTN,WHITE,DOMESTIC SH,False,NM,4,SPRING,SUMMER
STRAY,OTC,STRAY,TRANSFER,CAT,F,N,LARGE,WHITE,DOMESTIC SH,False,NM,4,SPRING,SUMMER
STRAY,FIELD,STRAY,FOSTER,CAT,S,N,KITTN,GRAY TIGER,DOMESTIC SH,False,NM,2,SUMMER,SUMMER
STRAY,FIELD,STRAY,FOSTER,CAT,N,N,KITTN,GRAY TIGER,DOMESTIC SH,False,NM,2,SUMMER,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,M,U,MED,UNKNOWN,CANE CORSO,False,NM,31,SPRING,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,N,N,KITTN,BLACK,DOMESTIC SH,False,NM,10,SUMMER,SUMMER
FOSTER,RETURN,STRAY,EUTH,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,7,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,S,N,KITTN,BLACK,DOMESTIC SH,False,NM,10,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,S,N,KITTN,BLUE,RUSSIAN BLUE,True,Unknown,2,FALL,FALL
FOSTER,RETURN,STRAY,ADOPTION,CAT,N,N,KITTN,BLACK,DOMESTIC SH,False,NM,2,FALL,FALL
OWNER SUR,EUTH REQ,BITES,EUTH,DOG,N,Y,LARGE,TAN,GERM SHEPHERD,True,AM PIT BULL TER,7,SPRING,SPRING
OWNER SUR,EUTH REQ,BITES,EUTH,DOG,S,Y,MED,WHITE,PIT BULL,True,Unknown,7,SPRING,SPRING
FOSTER,RETURN,OTHER PET,EUTH,DOG,S,Y,MED,BLACK / WHITE,STAFFORDSHIRE,False,NM,6,SPRING,SPRING
FOSTER,RETURN,FOSTER RET,ADOPTION,DOG,N,N,LARGE,BLACK,LABRADOR RETR,False,NM,0,WINTER,WINTER
RETURN,ADOPTION,OTHER PET,TRANSFER,CAT,N,N,MED,ORG TABBY / WHITE,DOMESTIC LH,False,NM,1,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,DOG,S,N,MED,WHITE,PIT BULL,False,NM,22,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,DOG,S,N,LARGE,TAN / BLACK,LABRADOR RETR,True,Unknown,28,WINTER,SPRING
STRAY,OTC,STRAY,RTO,DOG,M,N,LARGE,WHITE / BROWN,PIT BULL,False,NM,0,WINTER,WINTER
STRAY,OTC,OWNER MED,ADOPTION,DOG,S,N,LARGE,BLACK / BROWN,GERM SHEPHERD,True,Unknown,19,SPRING,SPRING
CONFISCATE,POLICE,AGG PEOPLE,RTO,DOG,M,Y,MED,TRICOLOR,GERM SHEPHERD,True,Unknown,12,WINTER,WINTER
STRAY,OTC,STRAY,RTO,DOG,S,N,LARGE,BLACK,LABRADOR RETR,True,Unknown,3,FALL,FALL
STRAY,OTC,STRAY,FOSTER,CAT,N,N,KITTN,ORG TABBY,DOMESTIC SH,False,NM,3,FALL,FALL
CONFISCATE,POLICE,STRAY,RTO,DOG,N,N,MED,RED / WHITE,DACHSHUND,True,CHIHUAHUA SH,1,SPRING,SPRING
STRAY,OTC,STRAY,RTO,DOG,N,N,SMALL,BLACK / TAN,MIN PINSCHER,True,Unknown,4,SPRING,SPRING
STRAY,FIELD,STRAY,RELEASE,CAT,S,N,LARGE,WHITE,DOMESTIC SH,False,NM,101,SUMMER,FALL
CONFISCATE,POLICE,STRAY,RTO,DOG,N,N,SMALL,BROWN / WHITE,JACK RUSS TER,True,Unknown,0,SUMMER,SUMMER
STRAY,OTC,STRAY,TNR,CAT,S,N,MED,TORTIE,DOMESTIC SH,False,NM,2,WINTER,WINTER
STRAY,OTC,STRAY,TRANSFER,CAT,F,N,KITTN,BLACK,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
STRAY,OTC,STRAY,TNR,CAT,S,N,MED,GRAY TABBY,DOMESTIC SH,False,NM,2,WINTER,WINTER
CONFISCATE,POLICE,STRAY,RTO,DOG,M,Y,SMALL,BLACK / BROWN,CHIHUAHUA SH,True,Unknown,2,SUMMER,SUMMER
STRAY,OTC,STRAY,TNR,CAT,S,N,MED,BLACK,DOMESTIC SH,False,NM,2,WINTER,WINTER
STRAY,OTC,STRAY,TRANSFER,CAT,M,N,KITTN,BLACK / WHITE,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,S,N,KITTN,GRAY / WHITE,DOMESTIC SH,False,NM,9,SUMMER,SUMMER
CONFISCATE,POLICE,STRAY,RTO,DOG,S,N,SMALL,BLACK,SCHIPPERKE,True,Unknown,3,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,False,NM,51,SUMMER,FALL
FOSTER,RETURN,STRAY,ADOPTION,DOG,S,N,PUPPY,BROWN / BLACK,BOXER,False,NM,2,SPRING,SPRING
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,S,N,KITTN,BRN TABBY / CALICO,DOMESTIC MH,False,NM,3,FALL,FALL
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,S,N,SMALL,BLACK,DOMESTIC SH,False,NM,4,SUMMER,FALL
STRAY,OTC,STRAY,ADOPTION,DOG,N,N,PUPPY,TAN,LABRADOR RETR,False,NM,9,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,N,N,KITTN,WHITE,DOMESTIC SH,False,NM,2,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,N,N,KITTN,ORG TABBY / WHITE,TURKISH VAN,True,Unknown,1,WINTER,WINTER
FOSTER,RETURN,FOSTER RET,FOSTER,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,FOSTER,CAT,S,N,SMALL,BLACK,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,FOSTER,CAT,N,N,KITTN,BLK SMOKE,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,N,N,KITTN,BLK SMOKE,DOMESTIC SH,False,NM,0,FALL,FALL
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,3,FALL,FALL
STRAY,OTC,STRAY,RTO,DOG,S,N,LARGE,WHITE,AUST CATTLE DOG,True,Unknown,0,SPRING,SPRING
STRAY,OTC,STRAY,RTO,DOG,N,N,LARGE,BROWN,GERM SHEPHERD,True,Unknown,0,SPRING,SPRING
STRAY,OTC,STRAY,ADOPTION,DOG,N,N,MED,TAN,PIT BULL,False,NM,7,WINTER,WINTER
STRAY,OTC,WILDLIFE,EUTH,OTHER,U,Y,SMALL,BLACK,BAT,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,TRANSFER,DOG,S,N,SMALL,BLACK / WHITE,SHIH TZU,False,NM,8,SPRING,SPRING
STRAY,OTC,STRAY,SNR,CAT,S,N,MED,BLACK,DOMESTIC SH,False,NM,2,FALL,FALL
STRAY,OTC,STRAY,TRANSFER,CAT,F,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,3,SUMMER,SUMMER
STRAY,OTC,STRAY,SNR,CAT,S,N,LARGE,GRAY TABBY,DOMESTIC SH,False,NM,4,SUMMER,SUMMER
STRAY,OTC,STRAY,TRANSFER,CAT,U,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,3,SUMMER,SUMMER
STRAY,OTC,STRAY,TRANSFER,CAT,M,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,3,SUMMER,SUMMER
STRAY,OTC,STRAY,TRANSPORT,DOG,S,U,PUPPY,BROWN,DACHSHUND LH,True,COCKER SPAN,18,SPRING,SPRING
STRAY,OTC,ILL,RTF,CAT,S,N,MED,ORG TIGER,DOMESTIC LH,False,NM,6,SPRING,SPRING
STRAY,OTC,STRAY,TNR,CAT,S,N,LARGE,ORANGE / WHITE,DOMESTIC LH,False,NM,0,SPRING,SPRING
STRAY,OTC,STRAY,EUTH,CAT,U,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,DOG,N,N,MED,WHITE / BLACK,LABRADOR RETR,True,Unknown,64,SUMMER,FALL
STRAY,OTC,STRAY,TRANSFER,DOG,S,N,MED,BLACK / TAN,ROTTWEILER,True,Unknown,19,SPRING,SPRING
STRAY,OTC,STRAY,TRANSFER,DOG,F,N,MED,BLACK / TAN,GERM SHEPHERD,True,Unknown,7,FALL,WINTER
FOSTER,RETURN,STRAY,ADOPTION,DOG,N,Y,SMALL,BR BRINDLE / BLACK,AUST SHEPHERD,True,BEAGLE,0,WINTER,WINTER
STRAY,OTC,STRAY,RTO,DOG,F,N,MED,TRICOLOR,AUST CATTLE DOG,False,NM,4,WINTER,WINTER
STRAY,OTC,STRAY,FOSTER,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,0,SPRING,SPRING
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,BLACK,DOMESTIC SH,False,NM,0,SPRING,SPRING
STRAY,OTC,STRAY,FOSTER,CAT,N,N,KITTN,BLACK,DOMESTIC SH,False,NM,0,SPRING,SPRING
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,False,NM,0,SPRING,SPRING
STRAY,FIELD,STRAY,ADOPTION,CAT,S,N,MED,WHITE / BRN TABBY,DOMESTIC SH,False,NM,91,SUMMER,FALL
STRAY,OTC,STRAY,RTO,DOG,S,N,SMALL,BLACK,MIN PINSCHER,True,Unknown,3,SUMMER,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,N,N,MED,TRICOLOR,CAVALIER KING CHARLES,False,NM,1,SUMMER,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,MED,UNKNOWN,BORDER COLLIE,False,NM,31,SUMMER,SUMMER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,SMALL,UNKNOWN,PIT BULL,False,NM,31,SUMMER,SUMMER
OWNER SUR,OTC,OWNER MED,TRANSFER,CAT,S,N,LARGE,GRAY TABBY,DOMESTIC SH,False,NM,9,SUMMER,SUMMER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,M,U,LARGE,BLACK / WHITE,LABRADOR RETR,False,NM,31,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,N,N,KITTN,ORG TABBY,DOMESTIC MH,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,ADOPTION,DOG,S,N,MED,BR BRINDLE,PIT BULL,False,NM,13,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,F,U,MED,BROWN,PIT BULL,False,NM,31,SUMMER,SUMMER
CONFISCATE,POLICE,STRAY,RTO,DOG,M,Y,MED,BLACK / BROWN,YORKSHIRE TERR,True,Unknown,2,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,N,N,KITTN,GRAY,DOMESTIC SH,False,NM,7,SUMMER,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,N,N,LARGE,WHITE / BLACK,SIBERIAN HUSKY,False,NM,4,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,CAT,F,U,MED,UNKNOWN,DOMESTIC SH,False,NM,31,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,ADOPTION,CAT,N,N,SMALL,BRN TABBY,DOMESTIC SH,False,NM,7,SUMMER,SUMMER
STRAY,OTC,STRAY,RTO,DOG,S,N,MED,BLACK / TAN,LABRADOR RETR,True,GERM SHEPHERD,1,WINTER,WINTER
STRAY,OTC,STRAY,RTO,CAT,N,N,KITTN,ORG TIGER,DOMESTIC SH,False,NM,2,WINTER,WINTER
STRAY,FIELD,STRAY,ADOPTION,DOG,N,N,LARGE,BROWN / WHITE,PIT BULL,False,NM,7,SUMMER,SUMMER
FOSTER,RETURN,STRAY,ADOPTION,CAT,N,N,KITTN,BLK TABBY,DOMESTIC SH,False,NM,0,FALL,FALL
FOSTER,RETURN,STRAY,EUTH,CAT,F,N,KITTN,GRAY,DOMESTIC MH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,F,N,KITTN,WHITE / GRAY,DOMESTIC SH,False,NM,1,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,M,N,KITTN,WHITE / ORANGE,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,F,N,KITTN,ORG TABBY / WHITE,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,DIED,CAT,M,N,KITTN,BLACK,DOMESTIC MH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,FOSTER,CAT,S,N,KITTN,TORTIE,DOMESTIC LH,False,NM,20,SUMMER,SUMMER
FOSTER,RETURN,FOSTER RET,TNR,CAT,S,Y,MED,CALICO,DOMESTIC MH,False,NM,25,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,F,N,KITTN,BLACK,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,M,N,KITTN,WHITE,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
FOSTER,RETURN,STRAY,TRANSFER,CAT,M,N,KITTN,ORG TABBY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,CAT,S,N,KITTN,WHITE / GRAY,DOMESTIC SH,False,NM,0,SUMMER,SUMMER
STRAY,FIELD,STRAY,EUTH,OTHER,U,Y,SMALL,BROWN,BAT,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,SNR,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,False,NM,3,FALL,FALL
STRAY,OTC,STRAY,RTO,DOG,F,N,LARGE,WHITE / BROWN,PIT BULL,False,NM,1,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,CAT,U,U,LARGE,BLACK / BROWN,AMER SH,False,NM,31,WINTER,WINTER
STRAY,FIELD,STRAY,RTO,DOG,M,N,LARGE,BROWN / WHITE,PIT BULL,True,Unknown,0,SPRING,SPRING
STRAY,FIELD,STRAY,RTO,DOG,N,N,LARGE,BROWN,LABRADOR RETR,True,Unknown,0,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,CAT,F,U,KITTN,UNKNOWN,DOMESTIC SH,False,NM,31,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,SMALL,UNKNOWN,MIN PINSCHER,False,NM,31,WINTER,WINTER
STRAY,FIELD,STRAY,SNR,CAT,N,N,LARGE,BLACK,DOMESTIC SH,False,NM,9,WINTER,WINTER
CONFISCATE,EVICTION,STRAY,ADOPTION,CAT,S,N,MED,TORTIE,DOMESTIC SH,False,NM,18,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,LARGE,UNKNOWN,MASTIFF,False,NM,31,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,M,U,LARGE,UNKNOWN,AMER BULLDOG,False,NM,31,WINTER,WINTER
OWNER SUR,OTC,RESPONSIBL,ADOPTION,CAT,S,N,LARGE,SLVR TABBY,DOMESTIC SH,False,NM,5,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,F,U,SMALL,BROWN,NORWICH TERRIER,False,NM,31,WINTER,WINTER
STRAY,OTC,STRAY,ADOPTION,DOG,S,Y,LARGE,WHITE / BLACK,AMER BULLDOG,False,NM,11,WINTER,WINTER
STRAY,FIELD,STRAY,ADOPTION,BIRD,F,N,SMALL,BROWN / RED,CHICKEN,False,NM,4,WINTER,WINTER
STRAY,FIELD,STRAY,ADOPTION,DOG,N,N,LARGE,RED,AM PIT BULL TER,False,NM,36,FALL,FALL
STRAY,FIELD,STRAY,ADOPTION,DOG,S,N,LARGE,TRICOLOR,WHIPPET,True,Unknown,7,SUMMER,SUMMER
STRAY,OTC,STRAY,FOSTER,DOG,F,N,SMALL,WHITE / BLACK,SHIH TZU,False,NM,7,SPRING,SPRING
STRAY,OTC,STRAY,ADOPTION,CAT,N,N,LARGE,GRAY / WHITE,DOMESTIC SH,False,NM,43,SPRING,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,S,N,LARGE,WHITE / BLACK,GREAT DANE,False,NM,0,SUMMER,SUMMER
STRAY,FIELD,STRAY,ADOPTION,CAT,U,N,MED,TAN / BLACK,SIAMESE,False,NM,5,SUMMER,SUMMER
STRAY,FIELD,STRAY,FOSTER,DOG,S,N,MED,BLACK / GRAY,RAT TERRIER,False,NM,13,SUMMER,SUMMER
STRAY,FIELD,STRAY,ADOPTION,CAT,N,N,MED,BLACK / WHITE,DOMESTIC MH,False,NM,51,SUMMER,FALL
STRAY,FIELD,STRAY,TNR,CAT,S,N,MED,GRAY TIGER / WHITE,DOMESTIC SH,False,NM,2,FALL,FALL
STRAY,FIELD,STRAY,SNR,CAT,S,N,MED,BLACK,DOMESTIC SH,False,NM,2,WINTER,WINTER
STRAY,OTC,TOO MANY,ADOPTION,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,9,WINTER,WINTER
STRAY,OTC,TOO MANY,ADOPTION,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,9,WINTER,WINTER
STRAY,FIELD,STRAY,SNR,CAT,S,N,MED,GRAY,DOMESTIC SH,False,NM,2,WINTER,WINTER
STRAY,FIELD,STRAY,TNR,CAT,S,N,MED,SEAL PT / WHITE,DOMESTIC SH,False,NM,3,FALL,WINTER
STRAY,OTC,TOO MANY,ADOPTION,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,9,WINTER,WINTER
STRAY,OTC,TOO MANY,ADOPTION,CAT,S,N,KITTN,GRAY TABBY,DOMESTIC SH,False,NM,9,WINTER,WINTER
STRAY,OTC,ABANDON,ADOPTION,CAT,S,N,SMALL,TORTIE / MUTED,DOMESTIC SH,False,NM,8,WINTER,WINTER
LOST,WEB,LOST/FOUND,LOST EXP,DOG,F,U,MED,UNKNOWN,GERM SH POINT,False,NM,31,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,U,U,MED,UNKNOWN,PIT BULL,False,NM,31,WINTER,WINTER
STRAY,OTC,STRAY,RTO,DOG,N,N,MED,BR BRINDLE,PLOTT HOUND,True,Unknown,1,WINTER,WINTER
STRAY,OTC,STRAY,FOSTER,DOG,N,N,PUPPY,BLACK / WHITE,AUST CATTLE DOG,True,DACHSHUND,5,WINTER,WINTER
STRAY,FIELD,STRAY,ADOPTION,DOG,N,N,MED,BLUE / WHITE,AM PIT BULL TER,False,NM,30,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,DOG,S,N,LARGE,GRAY / WHITE,PIT BULL,False,NM,13,WINTER,WINTER
RETURN,ADOPTION,BITES,EUTH,DOG,N,N,LARGE,BLACK / BROWN,ROTTWEILER,False,NM,12,WINTER,WINTER
STRAY,OTC,STRAY,ADOPTION,CAT,S,N,KITTN,LYNX PT,SIAMESE,False,NM,5,SUMMER,SUMMER
STRAY,FIELD,STRAY,TRANSFER,DOG,M,N,LARGE,BROWN / TAN,DOBERMAN PINSCH,False,NM,17,SUMMER,FALL
STRAY,FIELD,INJURED,DIED,CAT,F,N,SMALL,BLACK,DOMESTIC SH,False,NM,1,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,F,U,MED,UNKNOWN / WHITE,PIT BULL,False,NM,31,WINTER,WINTER
STRAY,OTC,STRAY,SNR,CAT,N,N,SMALL,ORG TABBY,DOMESTIC SH,False,NM,2,SPRING,SPRING
LOST,WEB,LOST/FOUND,LOST EXP,CAT,M,U,KITTN,UNKNOWN,DOMESTIC MH,False,NM,31,WINTER,WINTER
STRAY,OTC,STRAY,RTO,DOG,N,N,SMALL,WHITE,POODLE MIN,True,Unknown,2,FALL,FALL
STRAY,OTC,STRAY,RTO,DOG,M,N,MED,WHITE / BLACK,DALMATIAN,False,NM,2,WINTER,WINTER
OWNER SUR,OTC,AGG PEOPLE,ADOPTION,DOG,N,N,X-LRG,BL BRINDLE,CANE CORSO,False,NM,29,FALL,FALL
STRAY,OTC,STRAY,ADOPTION,CAT,N,N,KITTN,ORANGE,DOMESTIC SH,False,NM,5,FALL,FALL
STRAY,FIELD,STRAY,RTO,DOG,S,N,MED,BLACK / WHITE,PIT BULL,True,Unknown,115,FALL,SPRING
OWNER SUR,FIELD,DOA,DISPOSAL,DOG,M,N,SMALL,BLACK / WHITE,PIT BULL,True,GERM SHEPHERD,5,SPRING,SPRING
STRAY,FIELD,STRAY,DIED,DOG,S,N,SMALL,BROWN,PUG,True,Unknown,4,FALL,FALL
STRAY,OTC,STRAY,RTO,CAT,N,N,LARGE,BRN TABBY,DOMESTIC SH,False,NM,1,FALL,FALL
RETURN,ADOPTION,OTHER PET,ADOPTION,DOG,N,N,LARGE,BLACK,GERM SH POINT,True,Unknown,5,FALL,FALL
STRAY,OTC,STRAY,TRANSPORT,DOG,N,N,MED,BROWN / TAN,GERM SHEPHERD,True,Unknown,32,FALL,FALL
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,TORTIE / BLACK,DOMESTIC SH,False,NM,3,FALL,FALL
STRAY,FIELD,STRAY,RTO,DOG,F,N,LARGE,BLACK / BROWN,GERM SHEPHERD,False,NM,0,FALL,FALL
STRAY,FIELD,BITES,SNR,CAT,N,Y,MED,GRAY TABBY,DOMESTIC SH,False,NM,7,FALL,FALL
STRAY,FIELD,STRAY,SNR,CAT,N,N,MED,BLACK,DOMESTIC MH,False,NM,2,FALL,FALL
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,False,NM,1,FALL,FALL
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,CALICO,DOMESTIC MH,False,NM,1,FALL,FALL
STRAY,OTC,STRAY,FOSTER,CAT,S,N,KITTN,CALICO,DOMESTIC SH,False,NM,1,FALL,FALL
CONFISCATE,POLICE,UNKNOWN,RTO,CAT,N,N,LARGE,BLACK,DOMESTIC SH,False,NM,3,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,CAT,N,N,KITTN,LILAC PT,SNOWSHOE,True,SIAMESE,8,SUMMER,SUMMER
STRAY,FIELD,STRAY,RTO,DOG,F,N,SMALL,GRAY / BROWN,PEKINGESE,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,FOSTER,DOG,N,N,LARGE,GRAY / WHITE,PIT BULL,False,NM,0,FALL,FALL
FOSTER,RETURN,FOSTER RET,ADOPTION,DOG,N,N,LARGE,GRAY / WHITE,PIT BULL,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,ADOPTION,DOG,N,N,TOY,BLACK / WHITE,CHIHUAHUA SH,False,NM,9,FALL,FALL
STRAY,OTC,STRAY,SNR,CAT,N,N,LARGE,CREAM,SNOWSHOE,False,NM,4,SPRING,SPRING
STRAY,OTC,STRAY,SNR,CAT,N,N,MED,BRN TABBY / WHITE,DOMESTIC SH,False,NM,4,SPRING,SPRING
STRAY,OTC,STRAY,SNR,CAT,N,N,MED,WHITE / BRN TABBY,DOMESTIC SH,False,NM,2,SPRING,SPRING
STRAY,OTC,STRAY,SNR,CAT,N,N,SMALL,BRN TABBY,DOMESTIC SH,False,NM,2,SUMMER,SUMMER
STRAY,OTC,STRAY,RTO,DOG,N,N,MED,BLACK / BROWN,BEAGLE,True,Unknown,1,WINTER,WINTER
STRAY,OTC,STRAY,RTO,DOG,S,N,MED,TAN,BEAGLE,True,Unknown,1,WINTER,WINTER
STRAY,OTC,STRAY,RTO,RABBIT,F,N,SMALL,BLACK,RABBIT SH,False,NM,1,WINTER,WINTER
STRAY,OTC,STRAY,TRANSFER,DOG,S,N,SMALL,BLACK / WHITE,PAPILLON,True,CHIHUAHUA LH,12,WINTER,WINTER
DISPOSAL,OWNER,DOA,DISPOSAL,DOG,S,N,MED,BR BRINDLE,PIT BULL,False,NM,0,FALL,FALL
STRAY,OTC,STRAY,FOSTER,DOG,N,N,MED,WHITE / TRICOLOR,BEAGLE,False,NM,8,SUMMER,SUMMER
STRAY,OTC,STRAY,ADOPTION,CAT,S,N,SMALL,TORTIE,DOMESTIC SH,False,NM,5,SUMMER,SUMMER
STRAY,FIELD,STRAY,EUTH,CAT,F,N,LARGE,TORTIE,DOMESTIC SH,False,NM,0,WINTER,WINTER
FOUND,WEB,LOST/FOUND,FOUND EXP,DOG,F,U,TOY,BLACK / BROWN,CHIHUAHUA SH,False,NM,31,SUMMER,SUMMER
